"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","BO_bathymax","BO_calcite","BO_chlomean","BO_ph","BO2_ppmean_bdmin","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_bathy_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","Dist_City","Protected_Areas","bioclim_pred","domain_pred","maxent_pred","maxnet_pred","glm_pred","glm_fav","gam_pred","gam_fav","rf_pred","rf_fav","gbm_pred","gbm_fav","foldIDr"
1,179.208333333333,-16.2916666666667,1335,35.6550102233887,17.6626758575439,19.4166564941406,1.75398051738739,0.248530849814415,-6,0.00988699961453676,0.870999991893768,8.26599979400635,0.00133309792727232,0.129999995231628,-0.0599999986588955,-42,9,0.100000001490116,218016.088312215,2.05278077631073,0.210526315789474,0.574162679425837,0.912174224853516,0.999989393882877,0.134862744123091,0.969266882347816,2.22044604925031e-16,4.4923129543778e-14,0.736,0.998230188412956,0.699809320639282,0.997884232879828,2
1,178.458333333333,-18.125,2382,35.714412689209,21.061897277832,22.9606170654297,1.89871871471405,0.198627859354019,125,0.000884999986737967,0.456999987363815,8.27000045776367,0.00204483978450298,0.100000001490116,-0.349999994039536,-17,2,-0.419999986886978,0.22168582912168,0,0.105263157894737,0.60174268376061,0.632922828197479,0.251669261481157,0.0324264786536832,0.871469396090942,2.22044604925031e-16,4.4923129543778e-14,0.648,0.997322229340167,0.0528794172902727,0.918670413239583,1
0,176.041666666667,-14.0416666666667,1,34.6688499450684,1.48885321617126,1.52803170681,0.0391784831881523,0.069205142557621,-2676,6.29999994998798e-05,0.0520000010728836,8.27799987792969,0,0.209999993443489,0.419999986886978,-2850,202,-0.259999990463257,520572.163938097,0,0,0,4.04494548966738e-10,3.33897465232269e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,5
0,176.125,-14.0416666666667,2,34.6692199707031,1.49063229560852,1.52734696865082,0.036714680492878,0.0678884834051132,-2798,6.50000001769513e-05,0.0520000010728836,8.27700042724609,0,0.100000001490116,0.0900000035762787,-2884,197,0.300000011920929,516204.227662841,0,0,0,2.79580802953205e-10,1.89698035057972e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,2
0,176.208333333333,-14.0416666666667,3,34.6695213317871,1.38549590110779,1.46944165229797,0.0839457586407661,0.0734417140483856,-2807,5.90000017837156e-05,0.0509999990463257,8.27700042724609,0,0.129999995231628,0.0500000007450581,-2907,193,0.579999983310699,511954.260195188,0,0,0,3.85299459004784e-10,2.80047540712758e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,1
0,176.291666666667,-14.0416666666667,4,34.6695213317871,1.38394737243652,1.46568334102631,0.0817359760403633,0.0774143412709236,-2743,5.80000014451798e-05,0.0500000007450581,8.27600002288818,0,0.230000004172325,0.0599999986588955,-2947,189,0.910000026226044,507825.136540149,0,0,0,5.25551158148119e-10,4.28500013249788e-10,2.22044604925031e-16,4.4923129543778e-14,1,1,0,0,0.00119329655641059,0.194659735872352,2
0,176.375,-14.0416666666667,5,34.6698913574219,1.37642359733582,1.46089351177216,0.0844699144363403,0.0784639120101929,-2771,5.7000001106644e-05,0.0509999990463257,8.27600002288818,0,0.180000007152557,0.0599999986588955,-2939,185,0.810000002384186,503819.919195271,0,0,0,7.35280614172495e-10,5.72239478024983e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,5
0,176.458333333333,-14.0416666666667,6,34.6704139709473,1.37211942672729,1.45622873306274,0.0841093510389328,0.0989063754677773,-2268,5.80000014451798e-05,0.0500000007450581,8.27499961853027,0,0.46000000834465,-0.340000003576279,-2831,181,0.140000000596046,499941.51441393,0,0,0,1.20880727649819e-09,5.04497554842942e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,4
0,176.541666666667,-14.0416666666667,7,34.6706733703613,1.49251353740692,1.52742278575897,0.0349091812968254,0.0846600010991096,-2411,5.90000017837156e-05,0.0520000010728836,8.27499961853027,0,0.310000002384186,0.540000021457672,-2770,178,-0.689999997615814,496192.922196584,0,0,0,8.13788769704615e-09,1.11582811879174e-08,2.22044604925031e-16,4.4923129543778e-14,1,1,0,0,0.00119329655641059,0.194659735872352,4
0,176.625,-14.0416666666667,8,34.6709327697754,1.49250161647797,1.52741992473602,0.0349183604121208,0.0801767036318779,-2678,5.80000014451798e-05,0.0509999990463257,8.27400016784668,0,0.150000005960464,0.180000007152557,-2901,176,-0.0599999986588955,492577.111294372,0,0,0,1.84117199264477e-09,1.19071719151265e-09,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,5
0,176.708333333333,-14.0416666666667,9,34.6715202331543,1.36614513397217,1.45178961753845,0.0856444537639618,0.0726475045084953,-2720,5.90000017837156e-05,0.0509999990463257,8.27400016784668,0,0.280000001192093,-0.0700000002980232,-2910,174,0.400000005960464,489097.050456764,0,0,0,1.27881005784758e-09,8.1544537788858e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,2
0,176.791666666667,-14.0416666666667,10,34.6717834472656,1.48955619335175,1.52485358715057,0.0352973788976669,0.0718533992767334,-2659,6.70000008540228e-05,0.0529999993741512,8.27299976348877,0,0.159999996423721,-0.349999994039536,-2801,172,0.170000001788139,485755.614685477,0,0,0,1.31332000830042e-09,4.62404559087304e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,5
0,176.875,-14.0416666666667,11,34.6723022460938,1.48955976963043,1.52485501766205,0.0352951623499393,0.0623085834085941,-2554,6.29999994998798e-05,0.0520000010728836,8.27299976348877,0,0.200000002980232,-0.100000001490116,-2780,171,-0.519999980926514,482555.678981245,0,0,0,2.77306178020353e-09,2.52736698236333e-09,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,4
0,176.958333333333,-14.0416666666667,12,34.6726341247559,1.54903018474579,1.60256683826447,0.0535366199910641,0.0997625216841698,-2238,6.09999988228083e-05,0.0509999990463257,8.27200031280518,0,0.389999985694885,-0.319999992847443,-2463,170,-0.360000014305115,479500.118343608,0,0,0,8.57973958545699e-09,4.03103006529903e-09,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,3
0,177.041666666667,-14.0416666666667,13,34.6918525695801,1.15903425216675,1.24273061752319,0.0836964175105095,0.0567129142582417,-2326,5.99999984842725e-05,0.0500000007450581,8.27200031280518,0,0.569999992847443,0.479999989271164,-2773,169,0.639999985694885,476591.682772992,0,0,0,3.43290640358873e-09,1.94800287012242e-09,2.22044604925031e-16,4.4923129543778e-14,1,1,0,0,0.00119329655641059,0.194659735872352,3
0,177.125,-14.0416666666667,14,34.6917419433594,1.15957915782928,1.2429872751236,0.0834081023931503,0.0622223094105721,-2129,6.09999988228083e-05,0.0509999990463257,8.27099990844727,0,0.800000011920929,0.0599999986588955,-2894,169,0.759999990463257,473833.091019899,0,0,0,1.77234305009932e-09,1.1565453039708e-09,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,1
0,177.208333333333,-14.0416666666667,15,34.6917419433594,1.15958142280579,1.2429883480072,0.0834069699048996,0.06270931661129,-2631,6.09999988228083e-05,0.0500000007450581,8.27099990844727,0,0.600000023841858,-0.159999996423721,-3099,170,0.319999992847443,471226.999332052,0,0,0,7.63976881756889e-10,4.4102466123519e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,2
0,177.291666666667,-14.0416666666667,16,34.691707611084,1.27495110034943,1.35029530525208,0.0753441676497459,0.066645935177803,-2166,6.29999994998798e-05,0.0489999987185001,8.27099990844727,0,0.649999976158142,-0.419999986886978,-2770,170,-0.349999994039536,468775.87646231,0,0,0,1.78577075349295e-09,7.30713489716095e-10,2.22044604925031e-16,4.4923129543778e-14,2.22044604925031e-16,4.4923129543778e-14,0,0,0.00119329655641059,0.194659735872352,5
