"pointid","grid_code","PRESENCE","Longitude","Latitude"
"512","1","1",179.135064663946,-16.763229751702
"513","1","1",179.635064663946,-16.763229751702
"514","1","1",179.655064663946,-16.763229751702
"515","1","1",179.665064663946,-16.763229751702
"516","1","1",179.845064663946,-16.763229751702
"517","1","1",179.925064663946,-16.763229751702
"518","1","1",179.955064663946,-16.763229751702
"519","1","1",179.965064663946,-16.763229751702
"520","1","1",-179.084935336054,-16.773229751702
"521","1","1",177.535064663946,-16.773229751702
"522","1","1",178.425064663946,-16.773229751702
"523","1","1",178.475064663946,-16.773229751702
"524","1","1",179.625064663946,-16.773229751702
"525","1","1",179.635064663946,-16.773229751702
"526","1","1",179.835064663946,-16.773229751702
"527","1","1",179.845064663946,-16.773229751702
"528","1","1",179.865064663946,-16.773229751702
"529","1","1",179.875064663946,-16.773229751702
"530","1","1",179.995064663946,-16.773229751702
"531","1","1",-179.994935336054,-16.783229751702
"532","1","1",-179.084935336054,-16.783229751702
"533","1","1",178.415064663946,-16.783229751702
"534","1","1",179.605064663946,-16.783229751702
"535","1","1",179.625064663946,-16.783229751702
"536","1","1",179.925064663946,-16.783229751702
