"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","BO_bathymax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_bathy_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","Dist_City","Protected_Areas"
0,177.375,-20.0416666666667,3473,34.6110153198242,2.24079465866089,2.39767360687256,0.156878903508186,0.0764219090342522,-1412,0.239999994635582,-0.239999994635582,-2191,120,0.839999973773956,240850.838152591,0
0,177.458333333333,-20.0416666666667,3474,34.6392211914062,2.08395075798035,2.23204040527344,0.148089423775673,0.103698581457138,-1418,0.25,0.129999995231628,-2087,115,0.140000000596046,236826.062168776,0
0,177.541666666667,-20.0416666666667,3475,34.6751441955566,1.60455179214478,1.62246930599213,0.0179175436496735,0.0217415504157543,-1863,0.550000011920929,0.829999983310699,-2422,111,-0.360000014305115,233061.880118245,0
0,177.625,-20.0416666666667,3476,34.6842041015625,1.54794144630432,1.55744385719299,0.00950247701257467,0.0149378785863519,-2767,0.779999971389771,0.730000019073486,-3439,107,0.0900000035762787,229571.10449038,0
0,177.708333333333,-20.0416666666667,3477,34.6883735656738,1.0677524805069,1.11932671070099,0.0515742674469948,0.0342433489859104,-3482,0.720000028610229,-0.0900000035762787,-4030,104,0.0700000002980232,226366.422769418,0
0,177.791666666667,-20.0416666666667,3478,34.6883735656738,1.07598841190338,1.1268218755722,0.0508335344493389,0.0356318131089211,-3890,0.170000001788139,0.129999995231628,-3923,101,0.0199999995529652,223460.116188157,0
0,177.875,-20.0416666666667,3479,34.688304901123,1.06755101680756,1.11914777755737,0.0515967383980751,0.0369458496570587,-3295,0.389999985694885,-0.419999986886978,-3838,99,-0.579999983310699,220863.965975182,0
0,177.958333333333,-20.0416666666667,3480,34.6840553283691,1.54857206344604,1.55770862102509,0.00913657527416945,0.0465724915266037,-2849,0.519999980926514,-0.560000002384186,-3327,98,-0.759999990463257,218589.034606003,0
0,178.041666666667,-20.0416666666667,3481,34.6827812194824,1.5761878490448,1.58894407749176,0.0127562060952187,0.024624427780509,-2696,0.319999992847443,-0.310000002384186,-3054,96,-0.920000016689301,216645.431428312,0
0,178.125,-20.0416666666667,3482,34.6828575134277,1.55878758430481,1.56646156311035,0.00767393689602613,0.0284991022199392,-2628,0.540000021457672,0.400000005960464,-3094,96,-0.860000014305115,215042.140787291,0
0,178.208333333333,-20.0416666666667,3483,34.6840553283691,1.5390419960022,1.54866242408752,0.00962039548903704,0.0373862944543362,-3027,0.529999971389771,0.829999983310699,-3805,97,-0.400000005960464,213786.818901345,0
0,178.291666666667,-20.0416666666667,3484,34.6840553283691,1.53900289535522,1.54862987995148,0.00962701160460711,0.0239864643663168,-3906,0.119999997317791,-0.119999997317791,-4079,98,-0.560000002384186,212885.63761227,0
0,178.375,-20.0416666666667,3485,34.6840553283691,1.53917396068573,1.54877173900604,0.00959774013608694,0.0312275011092424,-3640,0.209999993443489,-0.569999992847443,-3928,100,0.540000021457672,212343.096886732,0
0,178.458333333333,-20.0416666666667,3486,34.6840553283691,1.53900361061096,1.54863047599792,0.00962688401341438,0.0323045700788498,-3310,0.340000003576279,-0.779999971389771,-3624,103,0.589999973773956,212161.946691968,0
0,178.541666666667,-20.0416666666667,3487,34.6831932067871,1.56568884849548,1.57550871372223,0.00981978327035904,0.0211388505995274,-3194,0.140000000596046,-0.680000007152557,-3310,107,0.680000007152557,212343.108871233,0
0,178.625,-20.0416666666667,3488,34.6832656860352,1.5740579366684,1.58651149272919,0.0124536082148552,0.0222882255911827,-3049,0.119999997317791,-0.899999976158142,-3157,111,0.360000014305115,212885.66152032,0
0,178.708333333333,-20.0416666666667,3489,34.6780662536621,1.58205318450928,1.59411764144897,0.0120644941926003,0.0248629190027714,-3013,0.0500000007450581,0.150000005960464,-3041,115,-0.0700000002980232,213786.854612598,0
0,178.791666666667,-20.0416666666667,3490,34.679027557373,1.58195316791534,1.59410870075226,0.0121555486693978,0.0233084056526423,-3036,0.0799999982118607,0.409999996423721,-3083,118,0.330000013113022,215042.188124607,0
0,178.875,-20.0416666666667,3491,34.6792488098145,1.58210813999176,1.5944060087204,0.01229786593467,0.0294657852500677,-2909,0.180000007152557,-0.439999997615814,-3061,121,0.400000005960464,216645.490162184,0
0,178.958333333333,-20.0416666666667,3492,34.6834907531738,1.57216262817383,1.58451890945435,0.0123562710359693,0.0330852493643761,-2816,0.280000001192093,0.219999998807907,-3026,125,0.360000014305115,218589.104460265,0
0,179.041666666667,-20.0416666666667,3493,34.6836357116699,1.56588327884674,1.57504796981812,0.00916470680385828,0.0320826284587383,-3166,0.150000005960464,0.600000023841858,-3299,124,-0.730000019073486,220864.046632988,0
0,179.125,-20.0416666666667,3494,34.6836357116699,1.56595420837402,1.57484650611877,0.0088923554867506,0.025976350530982,-3186,0.159999996423721,-0.239999994635582,-3322,118,-0.529999971389771,223460.207298212,0
0,179.208333333333,-20.0416666666667,3495,34.6837120056152,1.56595408916473,1.57484638690948,0.00889232382178307,0.0375578291714191,-3158,0.150000005960464,0.00999999977648258,-3329,113,-0.939999997615814,226366.523952743,0
0,179.291666666667,-20.0416666666667,3496,34.6837120056152,1.5706912279129,1.58254098892212,0.0118497489020228,0.0271674375981092,-3250,0.0700000002980232,-0.140000000596046,-3355,108,-0.150000005960464,229571.215347838,0
0,179.375,-20.0416666666667,3497,34.6837120056152,1.57069110870361,1.58254098892212,0.0118498718366027,0.0231818873435259,-3295,0.0500000007450581,-0.330000013113022,-3335,104,0.389999985694885,233062.000235694,0
0,179.458333333333,-20.0416666666667,3498,34.6838226318359,1.57044816017151,1.58214211463928,0.0116940047591925,0.0433670543134212,-3207,0.0700000002980232,-0.779999971389771,-3276,101,-0.140000000596046,236826.191123369,0
0,179.541666666667,-20.0416666666667,3499,34.6839332580566,1.57050561904907,1.58212113380432,0.0116156172007322,0.0395282991230488,-3216,0.0500000007450581,0.129999995231628,-3236,98,0.569999992847443,240850.975519467,0
0,179.625,-20.0416666666667,3500,34.6839332580566,1.57012808322906,1.58157205581665,0.011443980038166,0.0398250706493855,-3085,0.109999999403954,-0.540000021457672,-3219,96,0.409999996423721,245123.540932945,0
0,179.708333333333,-20.0416666666667,3501,34.6839447021484,1.58059644699097,1.59484827518463,0.0142517937347293,0.0207772180438042,-3020,0.100000001490116,-0.449999988079071,-3082,95,0.140000000596046,249631.137375967,0
0,179.791666666667,-20.0416666666667,3502,34.6840553283691,1.58023416996002,1.59460771083832,0.0143735399469733,0.0222267564386129,-3006,0.0900000035762787,-0.00999999977648258,-3057,95,-0.219999998807907,254361.28048513,0
0,179.875,-20.0416666666667,3503,34.6840553283691,1.58023381233215,1.59460723400116,0.0143734160810709,0.0238597542047501,-2997,0.100000001490116,0.349999994039536,-3059,96,0.409999996423721,259301.782773521,0
0,179.958333333333,-20.0416666666667,3504,34.6846923828125,1.58023500442505,1.59460878372192,0.0143736656755209,0.0279499180614948,-3068,0.0700000002980232,0.00999999977648258,-3097,97,0.330000013113022,264440.875396646,0
0,176.041666666667,-20.125,3505,34.6687965393066,1.6429945230484,1.66411101818085,0.0211165249347687,0.0787818506360054,-2859,0.140000000596046,-0.699999988079071,-2980,241,-0.150000005960464,337124.767401889,0
0,176.125,-20.125,3506,34.6686820983887,1.64927423000336,1.67017459869385,0.0209003798663616,0.0681076645851135,-2608,0.189999997615814,-0.769999980926514,-2797,233,-0.439999997615814,330563.207366932,0
0,176.208333333333,-20.125,3507,34.6686820983887,1.64962875843048,1.67045497894287,0.0208262950181961,0.069919690489769,-2207,0.589999973773956,0.0199999995529652,-2583,225,-0.170000001788139,324105.99121307,0
0,176.291666666667,-20.125,3508,34.6687965393066,1.63159477710724,1.65110599994659,0.0195112340152264,0.0484386309981346,-2634,0.389999985694885,-0.270000010728836,-2890,217,-0.0399999991059303,317759.46269544,0
0,176.375,-20.125,3509,34.6610527038574,1.66370189189911,1.71534562110901,0.0516437664628029,0.0530462302267551,-2294,0.189999997615814,-0.620000004768372,-2524,209,0.200000002980232,311530.340572617,0
0,176.458333333333,-20.125,3510,34.6691627502441,1.65223610401154,1.67903280258179,0.0267966445535421,0.0289333276450634,-2306,0.189999997615814,0.270000010728836,-2516,201,-0.509999990463257,305425.843599506,0
0,176.541666666667,-20.125,3511,34.6695327758789,1.64739978313446,1.66741967201233,0.0200199391692877,0.0171144902706146,-2329,0.340000003576279,0.129999995231628,-2627,193,-0.850000023841858,299453.596782906,0
0,176.625,-20.125,3512,34.6834106445312,1.57350552082062,1.58734226226807,0.0138367116451263,0.0181763898581266,-2232,0.629999995231628,0.0799999982118607,-2588,186,-0.529999971389771,293621.693877367,0
0,176.708333333333,-20.125,3513,34.6833763122559,1.57387447357178,1.58776271343231,0.013888225890696,0.0164913330227137,-2296,0.469999998807907,0.159999996423721,-2761,178,-0.920000016689301,287938.603640356,0
0,176.791666666667,-20.125,3514,34.6712646484375,1.6156553030014,1.63200521469116,0.0163499787449837,0.0105757620185614,-2387,0.340000003576279,-0.25,-2750,171,-0.759999990463257,282413.388575014,0
0,176.875,-20.125,3515,34.6716346740723,1.63276386260986,1.65262591838837,0.0198620613664389,0.00804728735238314,-2301,0.280000001192093,-0.419999986886978,-2524,164,0.140000000596046,277055.423686831,0
0,176.958333333333,-20.125,3516,34.661018371582,1.65498673915863,1.71413385868073,0.0591471157968044,0.033014290034771,-1432,0.649999976158142,-0.839999973773956,-1995,157,0.259999990463257,271874.6152299,0
0,177.041666666667,-20.125,3517,34.6112022399902,2.2355318069458,2.39837956428528,0.162847936153412,0.111622020602226,-1314,0.360000014305115,0.140000000596046,-1520,151,0.349999994039536,266881.306956537,0
0,177.125,-20.125,3518,34.611083984375,2.23585534095764,2.39841341972351,0.16255795955658,0.0932262912392616,-1354,0.370000004768372,0.680000007152557,-1781,145,0.119999997317791,262086.217616928,0
0,177.208333333333,-20.125,3519,34.6110572814941,2.23698449134827,2.39946627616882,0.162481725215912,0.138710498809814,-1440,0.239999994635582,-0.180000007152557,-1969,139,-0.119999997317791,257500.394087289,0
0,177.291666666667,-20.125,3520,34.611026763916,2.23897886276245,2.40060782432556,0.161628797650337,0.135991960763931,-1377,0.239999994635582,0.129999995231628,-1888,133,-0.180000007152557,253135.226990452,0
