"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","BO_bathymax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_bathy_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","Protected_Areas"
0,149.458333333333,-19.0416666666667,5250,35.1057777404785,9.758957862854,11.6612892150879,1.90233111381531,0.107280530035496,-356,0.0599999986588955,0.28999999165535,-403,126,0.949999988079071,2
0,149.541666666667,-19.0416666666667,5251,34.7685050964355,9.75133991241455,11.6578092575073,1.90646851062775,0.0847955569624901,-384,0.0599999986588955,0.569999992847443,-437,131,0.769999980926514,2
0,149.625,-19.0416666666667,5252,34.7701034545898,8.60086345672607,10.0457944869995,1.44493067264557,0.0889951437711716,-450,0.0399999991059303,0.0299999993294477,-481,135,0.810000002384186,2
0,149.708333333333,-19.0416666666667,5253,34.7719383239746,8.60805034637451,10.0577793121338,1.44972884654999,0.0755188092589378,-454,0.0399999991059303,0.25,-489,141,0.560000002384186,2
0,149.791666666667,-19.0416666666667,5254,34.775821685791,8.61294555664062,10.0643100738525,1.45136427879333,0.133476838469505,-419,0.0500000007450581,-0.200000002980232,-468,146,0.75,2.62820959250071
0,149.875,-19.0416666666667,5255,34.7765235900879,8.61986541748047,10.0835828781128,1.46371793746948,0.146652176976204,-423,0.0500000007450581,0.239999994635582,-496,152,0.899999976158142,3.64586814297432
0,149.958333333333,-19.0416666666667,5256,34.5554809570312,6.73374509811401,7.53264284133911,0.798897802829742,0.182160392403603,-485,0.0599999986588955,0.600000023841858,-526,159,0.769999980926514,4
0,146.458333333333,-19.125,5286,NA,NA,NA,NA,NA,NA,0.00999999977648258,0.360000014305115,-2,1,0.519999980926514,NA
0,146.541666666667,-19.125,5287,35.0801696777344,21.5187091827393,29.6138591766357,8.0951509475708,0.271277964115143,21,0.00999999977648258,0.219999998807907,-4,2,0.360000014305115,5
0,146.625,-19.125,5288,35.0843887329102,21.4013347625732,29.6265907287598,8.22525596618652,0.246713846921921,8,0.00999999977648258,0.219999998807907,-6,5,0.639999985694885,5
0,146.708333333333,-19.125,5289,35.0914916992188,21.5224094390869,29.5965461730957,8.07413673400879,0.240888074040413,-2,0.00999999977648258,-0.0399999991059303,-6,6,0.889999985694885,4.65841046845608
0,146.791666666667,-19.125,5290,35.1302909851074,22.0002307891846,29.4915046691895,7.49127292633057,0.239280462265015,401,0.00999999977648258,-0.109999999403954,-6,3,0.639999985694885,4.81499969986568
0,146.875,-19.125,5291,35.1320953369141,22.0991897583008,29.3216781616211,7.22248888015747,0.19902628660202,281,0.0199999995529652,0.0900000035762787,-12,2,0.629999995231628,5
0,146.958333333333,-19.125,5292,35.152515411377,21.9690475463867,29.4463710784912,7.47732496261597,0.232840016484261,-9,0.00999999977648258,0.400000005960464,-14,8,0.860000014305115,5
0,147.041666666667,-19.125,5293,35.1330375671387,22.0128974914551,29.3301067352295,7.31720876693726,0.219204485416412,-9,0,0.150000005960464,-19,9,0.699999988079071,5
0,147.125,-19.125,5294,35.1438255310059,22.2298927307129,29.1162090301514,6.88631677627563,0.228459700942039,-17,0,-0.0199999995529652,-18,14,0.810000002384186,5
0,147.208333333333,-19.125,5295,35.1230316162109,22.1519680023193,29.1205196380615,6.96855115890503,0.243585467338562,-19,0,0.239999994635582,-19,22,0.709999978542328,5
0,147.291666666667,-19.125,5296,35.1284637451172,22.2762241363525,28.9575004577637,6.68127632141113,0.260705232620239,-21,0,0.270000010728836,-21,23,0.829999983310699,5
0,147.375,-19.125,5297,35.1254730224609,22.3705787658691,28.806453704834,6.43587493896484,0.260201007127762,-26,0.00999999977648258,0.670000016689301,-26,20,0.649999976158142,5
0,147.458333333333,-19.125,5298,35.1267127990723,22.364049911499,28.8042640686035,6.44021511077881,0.240121111273766,-30,0,0.170000001788139,-31,21,0.519999980926514,5
