"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","BO_bathymax","MS_bathy_5m","Protected_Areas"
0,144.791666666667,-13.4583333333333,370,34.7135772705078,1.71327805519104,1.73557937145233,0.02230129763484,0.0576292686164379,0.0799999982118607,0.779999971389771,79,-0.310000002384186,-2805,-2791,5
0,144.875,-13.4583333333333,371,34.7135772705078,1.71322131156921,1.73601317405701,0.0227918606251478,0.0636700987815857,0.0500000007450581,-0.790000021457672,83,0.0799999982118607,-2536,-2813,5
0,144.958333333333,-13.4583333333333,372,34.7135772705078,1.7132214307785,1.7360132932663,0.0227918289601803,0.0785062238574028,0.180000007152557,-0.259999990463257,88,0.779999971389771,-2409,-2709,5
0,145.041666666667,-13.4583333333333,373,34.7135772705078,1.7134575843811,1.73607397079468,0.0226164106279612,0.0509371720254421,0.100000001490116,0.219999998807907,93,0.899999976158142,-2568,-2741,5
0,145.125,-13.4583333333333,374,34.7135772705078,1.71362268924713,1.73636054992676,0.0227379202842712,0.0565500631928444,0.0900000035762787,-0.509999990463257,99,0.409999996423721,-2665,-2717,5
0,145.208333333333,-13.4583333333333,375,34.7135772705078,1.71376693248749,1.73652160167694,0.0227546282112598,0.0399139039218426,0.0799999982118607,-0.0599999986588955,106,0.439999997615814,-2635,-2673,4.67912699277726
0,145.291666666667,-13.4583333333333,376,34.7134628295898,1.71388328075409,1.73680102825165,0.0229178238660097,0.0544870458543301,0.0700000002980232,0.300000011920929,112,-0.469999998807907,-2657,-2672,4.17904294729809
0,145.375,-13.4583333333333,377,34.7134628295898,1.71382939815521,1.7364616394043,0.0226322468370199,0.0727291405200958,0.0799999982118607,-0.0399999991059303,120,-0.28999999165535,-2664,-2698,4
0,145.458333333333,-13.4583333333333,378,34.7134628295898,1.69667518138885,1.716139793396,0.0194646064192057,0.0687238723039627,0.209999993443489,0.370000004768372,127,0.0299999993294477,-2647,-2745,4
0,145.541666666667,-13.4583333333333,379,34.7134666442871,1.69644057750702,1.71586191654205,0.0194212719798088,0.105190120637417,0.150000005960464,0.589999973773956,132,0.670000016689301,-2753,-2933,4
0,145.625,-13.4583333333333,380,34.7132797241211,1.66502213478088,1.69220018386841,0.027178006246686,0.062141589820385,0.0700000002980232,0.469999998807907,134,0.540000021457672,-2942,-3032,4
0,145.708333333333,-13.4583333333333,381,34.7132797241211,1.66502213478088,1.69220018386841,0.0271780118346214,0.0690840631723404,0.0500000007450581,-0.180000007152557,136,-0.109999999403954,-3029,-3032,4
0,145.791666666667,-13.4583333333333,382,34.7132797241211,1.66498064994812,1.69216823577881,0.0271875448524952,0.0903111323714256,0.0900000035762787,0.439999997615814,138,0.600000023841858,-3020,-3090,4
0,145.875,-13.4583333333333,383,34.7132797241211,1.69602024555206,1.71573030948639,0.0197101086378098,0.0673841312527657,0.280000001192093,-0.75,141,-0.239999994635582,-2910,-2948,4
0,145.958333333333,-13.4583333333333,384,34.7130165100098,1.69600188732147,1.71561813354492,0.0196161717176437,0.0582193247973919,0.430000007152557,0.0399999991059303,144,-0.920000016689301,-2491,-2683,4
0,146.041666666667,-13.4583333333333,385,34.713020324707,1.69588577747345,1.71577119827271,0.0198854897171259,0.137826427817345,0.180000007152557,0.259999990463257,148,-0.829999983310699,-2537,-2882,4
0,146.125,-13.4583333333333,386,34.7127952575684,1.69555866718292,1.71558582782745,0.0200271103531122,0.069462813436985,0.219999998807907,-0.449999988079071,152,-0.839999973773956,-2859,-2835,4
0,146.208333333333,-13.4583333333333,387,34.712532043457,1.69546711444855,1.71558582782745,0.0201187338680029,0.0867000669240952,0.189999997615814,0.319999992847443,157,-0.540000021457672,-2851,-2823,4
0,146.291666666667,-13.4583333333333,388,34.7118644714355,1.69497656822205,1.71554458141327,0.0205680895596743,0.138111680746078,0.209999993443489,-0.430000007152557,162,0.759999990463257,-2629,-2862,4
0,146.375,-13.4583333333333,389,34.7115325927734,1.71238696575165,1.73765087127686,0.0252639520913363,0.102074593305588,0.209999993443489,-0.0700000002980232,167,0.839999973773956,-2510,-2674,4
0,146.458333333333,-13.4583333333333,390,34.6874771118164,1.71217572689056,1.73784303665161,0.025667417794466,0.0665833726525307,0.200000002980232,0.0700000002980232,173,0.829999983310699,-2484,-2774,4
0,146.541666666667,-13.4583333333333,391,34.687255859375,1.75187194347382,1.78934526443481,0.0374733805656433,0.0619724355638027,0.200000002980232,-0.610000014305115,179,0.720000028610229,-2415,-2628,4
0,146.625,-13.4583333333333,392,34.6869239807129,1.75037956237793,1.78933584690094,0.0389563180506229,0.0862713530659676,0.150000005960464,-0.430000007152557,186,0.850000023841858,-2331,-2500,4
0,146.708333333333,-13.4583333333333,393,34.6867027282715,1.79263949394226,1.85068070888519,0.0580412335693836,0.0603916123509407,0.150000005960464,0.170000001788139,192,0.879999995231628,-2301,-2492,4
0,146.791666666667,-13.4583333333333,394,34.6865882873535,1.79270315170288,1.85101795196533,0.0583148933947086,0.0954827070236206,0.140000000596046,-0.769999980926514,199,0.230000004172325,-2313,-2422,4
